Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.3........745..218.25.7.36....258.4...63.47...8.617....59.8.17.743..582........5.,36,45,0,0,0,0,0,0,0,Simple,
..3...9..59.386.72.2.....8.....6.......173...3.98.56.1..4...8...1..2..3.9...3...6,29,52,0,0,0,0,0,0,0,Simple,
8...94....3..5...4.21....95.1...3..8..65......9...6..3.64....82.5..3...77...41...,28,53,0,0,0,0,0,0,0,Simple,
.....6.4.8.....7.99..1.462...64.....4.7.9.5.6.....71...758.2..16.9.....2.1.6.....,29,52,0,0,0,0,0,0,0,Simple,
...4..5.6..2...7....3.69.2194..3......6...8......8..4568.32.1....1...6..7.5..1...,28,53,0,0,0,0,0,0,0,Simple,
.96..1...1.4.8..5.3..2...6..6......88..4.5..74......2..3...9..2.5..1.8.9...6..17.,28,53,0,0,0,0,0,0,0,Simple,
....2....7..1.8..36...9...1.3.5.7.6...........8..1..9.2...8...6...9.2...37.....58,24,57,0,0,0,0,0,0,0,Simple,
.5.9....6..4...32....5.6.8476...2.....5...6.....6...1852.8.4....83...5..4....5.6.,28,53,0,0,0,0,0,0,0,Simple,
6....2.9.95....8.....3..26.4..9...5.....76.392..1...7....4..52.59....3..1....5.4.,28,53,0,0,0,0,0,0,0,Simple,
9.28...343..5..2...8..2...5....8..61..56.48..63..9....5...6..7...3..7..246...81.3,32,49,0,0,0,0,0,0,0,Simple,
1.95....7.3..9..68.....3.1...4.52.....6.4.5.....98.3...7.8.....41..2..7.6....51.2,29,52,0,0,0,0,0,0,0,Simple,
25..4...3...5....8..37..6......7.48.8..329..6.69.5......1..58..5....6...6...9..14,29,52,0,0,0,0,0,0,0,Simple,
.2..1.54.8..56.3.114..7...........3.239...765.6...........4..969.6.52..8.84.9..5.,32,49,0,0,0,0,0,0,0,Simple,
31..9....2..6...3..4..8..7..7..3.9....3...1....4.5..8..9..1..4..5...7..6....2..97,26,55,0,0,0,0,0,0,0,Simple,
.8475......53..8.6.7.2...41......4123.......5451......74...3.5.1.6..52......2916.,32,49,0,0,0,0,0,0,0,Simple,
....5..4...9.....2.8621...78.21.5..6....4...99.56.8..4.5376...8..8.....3....8..6.,30,51,0,0,0,0,0,0,0,Simple,
.....9..8.25......1..54.....931.2.852...34.96.617.5.429..65.....38...........1..9,31,50,0,0,0,0,0,0,0,Simple,
.........4.......3.5.931.7..95.7.43.3.7...6.5..1...9.....3.6...5...9...1..95427..,28,53,0,0,0,0,0,0,0,Simple,
895..3...1..8...49..4.9...2..19....4.4.........67....8..2.7...65..3...71739..2...,29,52,0,0,0,0,0,0,0,Simple,
..54.38......5....1..298..69.8...1.5.13.8.67.5.7...4.83..579..1....4......13.69..,33,48,0,0,0,0,0,0,0,Simple,
.3...16...7.5..4..9..6.41.....32.....834.629.....18.....29.3..6..9..5.8...62...5.,30,51,0,0,0,0,0,0,0,Simple,
.........6798.5...3...62.1...1.7..63.5..4.27...3.8..495...27.9.4973.1............,30,51,0,0,0,0,0,0,0,Simple,
8..6..9.4...9.7...9.18.56...83...746.........427...81...91.82.3...5.2...2.5..9..8,32,49,0,0,0,0,0,0,0,Simple,
.9.316...4.857......2......7.5.4.8....1...3....9.5.7.1......4......216.5...468.9.,28,53,0,0,0,0,0,0,0,Simple,
73.569.82...7.8.....2...7....9...4..6.58.43.78.......5..83.16....14978...........,30,51,0,0,0,0,0,0,0,Simple,
4.35....9.2.3.1.6......8..5.87....41.........21....39.6..7......5.2.4.7.9....58.6,28,53,0,0,0,0,0,0,0,Simple,
.....71...4.392.8.3..61....62..3.49..132.956..85.6..21....73..9.3.956.1...41.....,36,45,0,0,0,0,0,0,0,Simple,
4..35...9.3.7...4...94..2........5647.......8621........2..94...1...3.5.8...25..1,28,53,0,0,0,0,0,0,0,Simple,
3.86....2.6....39..2.1....6...4197.5...7.8...4.7526...7....2.6..93....1.5....18.3,32,49,0,0,0,0,0,0,0,Simple,
.32.4..7.7.6.....9..5..7132..86.1...6...2...8...7.46..9234..8..1.....9.4.8..7.21.,33,48,0,0,0,0,0,0,0,Simple,
.86.23.9.3.4..9..2....1..3643.......2.1.8.9.4.......2352..6....1..2..5.8.6.94.21.,33,48,0,0,0,0,0,0,0,Simple,
89.1....6..2..58.7.3..82.9..49.....1..8...4..2.....73..5.74..1.1.65..9..7....9.63,32,49,0,0,0,0,0,0,0,Simple,
.935....7.2........6....1458..2...9....371....5...9..3315....6........7.2....453.,27,54,0,0,0,0,0,0,0,Simple,
5....1.871.78..9...3.2...6.6..3.951.....5.....534.8..6.9...4.7...5..34.241.7....5,33,48,0,0,0,0,0,0,0,Simple,
..9..67....27...8..1...3...42.8........69.3.769.1......5...8.....13...4...8..21..,26,55,0,0,0,0,0,0,0,Simple,
7.21..6.9..957....8......34...4.6.72.2..3..6.46.8.7...28......7....148..3.4..95.6,33,48,0,0,0,0,0,0,0,Simple,
..4.1.3..6.8...5.2..36.79......3.......1.6....6.254.3...9...8..1...7...4.36.4.25.,29,52,0,0,0,0,0,0,0,Simple,
...3...2.1.724.3...526.149...6...532.2.....1.581...7...348.597...8.762.3.7...3...,36,45,0,0,0,0,0,0,0,Simple,
..2.3.......2..5...648.52.3..35.291.4...7...8.593.17..8.51.763...6..8.......6.1..,33,48,0,0,0,0,0,0,0,Simple,
..8.4.52.6....3.1....8....941......5...3.7...2......865....4....6.2....8.89.5.6..,26,55,0,0,0,0,0,0,0,Simple,
..415.....96..2.4...2...756.4.9.8..19...4...82..7.1.3.368...4...5.2..86.....843..,33,48,0,0,0,0,0,0,0,Simple,
..4...3...2.....7.76.....92..81.72...72...93.5...3...7.4.269.8..3.....6...75.34..,30,51,0,0,0,0,0,0,0,Simple,
854..23.1....3...96.9...7.44..921....1.3.8.4....467..89.1...4.65...4....7.25..193,36,45,0,0,0,0,0,0,0,Simple,
94162...7.6.94..18....1...4.......89486...57251.......1...9....62..75.9.7...61825,36,45,0,0,0,0,0,0,0,Simple,
3...9...6..6..51...1..62.5..42.8....7.59.46.1....5.48..2.87..9...95..8..5...2...7,32,49,0,0,0,0,0,0,0,Simple,
.......237....84.19..35......1..9.7....8.4.....3..2.8.5..12....4....63.5.......17,26,55,0,0,0,0,0,0,0,Simple,
62..4..8..8..7.91...71.......3..21.....45...2..9..78....58......9..2.64.17..6..3.,29,52,0,0,0,0,0,0,0,Simple,
4.....87....7.5..4.7....3.1.5..63.......7...6.2..14....9....6.8...9.1..55.....42.,26,55,0,0,0,0,0,0,0,Simple,
38.92...4..7.....2..2..413...4531..87..4.8..39..2674...267..3..8.....5..1...53.27,36,45,0,0,0,0,0,0,0,Simple,
.897...1.6..9....2..5..19.7..4.8..26...1.6...87..3.1..3.12..7..7....9..5.5...846.,32,49,0,0,0,0,0,0,0,Simple,
49....62....5......562.......87.1..27....9.....28.5..4.154........1.....32....87.,26,55,0,0,0,0,0,0,0,Simple,
..1.2..4...58.97.....7...6.....725..7....5.89....861.....6...9...41.78....8.9..1.,28,53,0,0,0,0,0,0,0,Simple,
.1.....6..57...38...32.47..6.......2..........2.6.9.5..........4.25.38.6..68215..,27,54,0,0,0,0,0,0,0,Simple,
.54..3....9..7..43..8..27.61.9.2.....7.3.1.6.....8.9.16.28..1..54..1..3....5..42.,32,49,0,0,0,0,0,0,0,Simple,
..46.......25984...6.....78.2..3..97.5.7.2.6.13..8..5.24.....8...18573.......46..,32,49,0,0,0,0,0,0,0,Simple,
6...38.9537....8........2...8...7....1.853.4....9...1...8........2....7119.54...2,27,54,0,0,0,0,0,0,0,Simple,
.9..1..8.6.....1.3.834.52....28.76..7.......2..91.64....62.973.3.1.....4.7..4..2.,32,49,0,0,0,0,0,0,0,Simple,
.6..1385.5.4.9...39....7.6.1.8......69.....48......3.7.5.8....18...6.4.5.4172..8.,32,49,0,0,0,0,0,0,0,Simple,
....1.32.8.2...9..5937..84....9.74..7...4...8..53.8....37..6159..1...6.4.86.9....,33,48,0,0,0,0,0,0,0,Simple,
3.4..1.277.8..34...1.....8314.5.9.......1.......8.7.6498.....4...51..9.667.9..8.1,33,48,0,0,0,0,0,0,0,Simple,
2..65.8.9.8...3.1.5..18.....2....9.13.5.1.7.27.8....5.....34..6.3.7...9.1.7.92..8,33,48,0,0,0,0,0,0,0,Simple,
..813.26.2........7.68..1.4...9.73.16.......53.25.8...8.3..15.2........8.94.856..,32,49,0,0,0,0,0,0,0,Simple,
...3.21....8...3..23....59..8.2.7.6..6..4.....7.5.1.4.95....41...7...6.....1.62..,28,53,0,0,0,0,0,0,0,Simple,
....2.79.7..1.54..614.8.5...2.3.7.1.9.1...3.2.5.2.1.6...5.7.139..94.2..7.76.5....,36,45,0,0,0,0,0,0,0,Simple,
.5.9.8.3.1.......5.6.....7.8..5.6..3.914.762..........2.7...8.1...........68749..,27,54,0,0,0,0,0,0,0,Simple,
.8.....7.3265...48..7..125...48.6.3.....2.....6.3.74...729..3..94...8725.5.....1.,33,48,0,0,0,0,0,0,0,Simple,
.8..19.62.....4..7...6.2.....1....343.57..6....7....25...3.8........5..8.3..27.51,28,53,0,0,0,0,0,0,0,Simple,
4..6.8..52.......49...2...8...8.7....3.5.4.9.51.....868.......1.59...24....2.3...,27,54,0,0,0,0,0,0,0,Simple,
7...9...2.824..56..93..241...19.4.5.8.......4.4.5.32...296..17..76..592.5...2...3,36,45,0,0,0,0,0,0,0,Simple,
...7.4...9.4.3.8.7.5..6..1...9...5.....486...6...7...1.........34.817.59.8..5..6.,28,53,0,0,0,0,0,0,0,Simple,
.7...3...3.2..6....61..2.5...824..97.1.....6.73..658...4.6..97....7..4.1...3...8.,30,51,0,0,0,0,0,0,0,Simple,
.28........9..83.7.1.2...89.4.9827.....1.5.....2436.9.23...1.6.1.53..4........21.,32,49,0,0,0,0,0,0,0,Simple,
.8...4...65....48...421..6......67.....3..........91....768..2.91....63..3...1...,25,56,0,0,0,0,0,0,0,Simple,
....7..8..5..8.7.97.8..61..94.....3....742....2.....57..28..9.61.4.6..7..9..1....,29,52,0,0,0,0,0,0,0,Simple,
7.....94885...721.12........8.541......2.9......683.2........63.937...85671.....2,32,49,0,0,0,0,0,0,0,Simple,
.62...84....4.7.....4...7...41...69....9.5....75...13.6..3.8..7..........87.6.51.,27,54,0,0,0,0,0,0,0,Simple,
8.41....3.7.....2...2.684.9..6.1...5..93.26..1...7.3..2.863.9...6.....3.5....78.6,32,49,0,0,0,0,0,0,0,Simple,
3..8...9...4..7.8....12475...567......8...1......825...21469....4.2..6...3...8..2,30,51,0,0,0,0,0,0,0,Simple,
9.48756.33.......9..1...8....56.23...3..9..5.1.......7..6.1.7..7.......2....8....,26,55,0,0,0,0,0,0,0,Simple,
....27...62.83.........49.2254...6....1...8....6...7293.85.........92.81...31....,28,53,0,0,0,0,0,0,0,Simple,
..36.5..224..9.3..........83.65.......98127.......38.91..........8.2..146..7.19..,29,52,0,0,0,0,0,0,0,Simple,
..839.....531...4...74..138......4565.......1671......825..63...1...982.....426..,32,49,0,0,0,0,0,0,0,Simple,
5.764..2.....5.14.3...2....1.8...4...5.....7...4...3.1....3...8.71.8.....3..645.2,28,53,0,0,0,0,0,0,0,Simple,
...563.7.7.4...1...6..1..8.5..8.1..44.7...8.39..3.4..7.7..4..3...1...9.8.5.286...,32,49,0,0,0,0,0,0,0,Simple,
..8....6.24.6...8...18.75.3..7.8.93....1.6....85.9.6..3.29.47...7...2.96.9....4..,32,49,0,0,0,0,0,0,0,Simple,
1...5...3.3529..7....16..8.......21.791...465.52.......7..29....1..7592.2...3...6,32,49,0,0,0,0,0,0,0,Simple,
8.13..4......6.....4...1..6..3.2..9.6.5...13...4.9..5..1...4..7....5....5.67..3..,26,55,0,0,0,0,0,0,0,Simple,
93.127...........6.28..43.9...5.....1.5...4.3.....8...5.73..62.2...........862.47,28,53,0,0,0,0,0,0,0,Simple,
6.81....5.2..6..1.....95..7..74.6..2.46...73.1..8.75..8..31.....1..8..5.3....98.1,32,49,0,0,0,0,0,0,0,Simple,
4.....5..2.934......85...1...2.74...7..6.2..8...15.4...8...57......938.5..6.....9,28,53,0,0,0,0,0,0,0,Simple,
.....278.79.58..4.8..3.....9...4.12..7.9.8.3..28.5...9.....4..3.5..69.12.198.....,32,49,0,0,0,0,0,0,0,Simple,
..7...9..1..4.6..7...........4...5....65217..57.....197...6...88.2.7.6.43...8...5,28,53,0,0,0,0,0,0,0,Simple,
8..7..6.......54...9.4...7.2....3..4.51..4..66....8..9.7.6...2......25..4..5..1..,26,55,0,0,0,0,0,0,0,Simple,
.1..46.....3.1.4.6.487..15.3..2.86..85.....23..46.3..9.81..596.4.9.8.2.....96..1.,36,45,0,0,0,0,0,0,0,Simple,
...25.893.2.......3.4.......6.8...392..6.94.1.8.3...526.3.......7..........43.576,29,52,0,0,0,0,0,0,0,Simple,
2...97..........536.73......12....784....31...35....497.84............675...21...,27,54,0,0,0,0,0,0,0,Simple,
..5..69....9..27..24.....1565.728......3.9......641.7217.....53..28..4....31..2..,32,49,0,0,0,0,0,0,0,Simple,
3.679...5..72.......91..247......6822...5...1968......783..91.......14..4...637.8,33,48,0,0,0,0,0,0,0,Simple,
1..4.3..74.8...2.95..1.2..6..4.1.5....35.89......2.............78.....35..58697..,29,52,0,0,0,0,0,0,0,Simple,
.4.625.7.....8....8.37.14.6..78.49...62.1.78.9...3...4..6.7.2...3.....6..........,29,52,0,0,0,0,0,0,0,Simple,
16.8.4......16.8.79...37..1.9....3..54.....19.7....4..8...72..6...39.5.863.5.8...,32,49,0,0,0,0,0,0,0,Simple,
.51...2......6...44..395..8..89276...734.682...51384..7..512..65...8......6...18.,36,45,0,0,0,0,0,0,0,Simple,
..6..4..928....5....7....2.72.81...6.1.6.2.7.6...49.31.4....9....2....433..4..1..,30,51,0,0,0,0,0,0,0,Simple,
..53.69..46.7.5.12..........81...46..9..6..5.54.....97.........8..9.2..42...4...5,28,53,0,0,0,0,0,0,0,Simple,
5.......6....7.....6..9..3.9..8.2..4..........175.638.79.....13..21.39....87.92..,28,53,0,0,0,0,0,0,0,Simple,
2..41...9..83..6...1..56.8...6....238.9.2.4.552....9...9.78..4...2..37..7...94..6,33,48,0,0,0,0,0,0,0,Simple,
.......4.52.94.17..83.7.5.....7.8.3..48...26..1.4.2.....7.2.65..32.57.84.5.......,32,49,0,0,0,0,0,0,0,Simple,
..6..1..2.93..7......6..74..5..7.63...734.....2..1.45....1..29..61..3.....5..9..1,29,52,0,0,0,0,0,0,0,Simple,
7...4...6.9.....7.6..5.1..8..54129..1.......5.3.....6..87...31.54.....89..9...6..,28,53,0,0,0,0,0,0,0,Simple,
.3.....8..1.....6.4..2.8..7..........28.3.75...51.48...5.7.6.9..9..1..4....9.3...,26,55,0,0,0,0,0,0,0,Simple,
..14...6.463..1.2........91.7.9.4..2.........8..6.5.3.74........2.1..759.5...98..,28,53,0,0,0,0,0,0,0,Simple,
6....81.4..3..79..159...68.31..7.......3.5.......4..59.34...561..17..8..2.81....3,32,49,0,0,0,0,0,0,0,Simple,
25...4..6.....27.3.68..51..832.4.......8.3.......7.938..64..21.3.19.....4..5...67,32,49,0,0,0,0,0,0,0,Simple,
.89..63...1...9.643....1..2768..........3..........8299..1....864.9...3...35..29.,29,52,0,0,0,0,0,0,0,Simple,
.7..59.8.6.9.......8....3.13...9...89.7..2..44...1...3.4....1.92.3.......5..67.3.,28,53,0,0,0,0,0,0,0,Simple,
3...2............2.21..7.95.3.79..5.648.......5.16..8..14..9.37........19...8....,27,54,0,0,0,0,0,0,0,Simple,
.2871..6.6..85...2........8....8..7921.3.7.8448..2....9........8...76..3.4..9185.,32,49,0,0,0,0,0,0,0,Simple,
.27...94.5..4.7..3....3..............94.2.63..7..4..9..39.1.46..85...12..16...38.,30,51,0,0,0,0,0,0,0,Simple,
6...37.1..8.45..3.....8.42.......54...9...1...18.......96.7.....3..26.5..2.51...4,28,53,0,0,0,0,0,0,0,Simple,
...13.67.98.....5.6..5.4.....1.7.9.54..3.5..65.9.6.8.....8.3..7.4.....89.32.47...,32,49,0,0,0,0,0,0,0,Simple,
.68...23..7.....5...47216...4..1..6....579.....52.43..9.......6.56...84....8.6...,29,52,0,0,0,0,0,0,0,Simple,
.2.7.83....4..91.239..2..8.15......7..6...8..9......25.8..9..715.74..2....91.7.4.,32,49,0,0,0,0,0,0,0,Simple,
.9.61......42..1.6.2...3.8...93.7.214.......831.4.56...3.5...9.8.7..25......71.6.,32,49,0,0,0,0,0,0,0,Simple,
..26.4.5.65.9...2...1...8.61..5.9.38.........96.8.1..54.9...5...2...3.67.7.4.59..,32,49,0,0,0,0,0,0,0,Simple,
.6924..8.7....59.6.5..7...3.1......59.6...4.83......9.6...8..2.2.86....4.3..2486.,32,49,0,0,0,0,0,0,0,Simple,
.8...3......7.63.5.95.1.7..85.671.9...29.45...7.852.61..8.6.15.5.61.7......3...2.,36,45,0,0,0,0,0,0,0,Simple,
.4..29....8....251.5.3.....6..4.13..7.......9..29.7..5.....3.6.921....7....75..9.,28,53,0,0,0,0,0,0,0,Simple,
..45......3..19.7...148.2.9.2....8.4.47...39.3.8....5.2.5.769...7.29..3......87..,32,49,0,0,0,0,0,0,0,Simple,
86..3..47..4...2......5....4.8...6.59.......2..57.19.....9.8...5.93241.8...5.7...,29,52,0,0,0,0,0,0,0,Simple,
1....47.5..2..98..39.....6.42.5.3...............9.6.41.1.....78..58..2..2.86....4,28,53,0,0,0,0,0,0,0,Simple,
......59.3.56.1...7..4.5.6..31.4.82....9.3....56.8.91..8.1.4..9...3.26.4.64......,32,49,0,0,0,0,0,0,0,Simple,
..64...2.8.21..7...7.2.5.16..1...234.........524...6..18.6.7.9...7..31.5.6...48..,32,49,0,0,0,0,0,0,0,Simple,
...5..7....2.716..57.42..1..6....9.5.19...27.3.7....6..8..54.96..538.1....4..9...,32,49,0,0,0,0,0,0,0,Simple,
1.2.5..365..963........1..9.25....8.46.....92.1....57.8..4........516..834..2.7.5,32,49,0,0,0,0,0,0,0,Simple,
.........57.....61.8.4.9.7.74.....85..6.3.9...9.....1.....2....91.3.6.58.2.148.3.,29,52,0,0,0,0,0,0,0,Simple,
..6..12...93..2.7.5...4..1671.........5.8.6.........4243..5...7.5.8..92...73..4..,29,52,0,0,0,0,0,0,0,Simple,
.2...87....56....99..41..5.7...6.59...68.92...39.7...8.5..34..72....56....32...8.,32,49,0,0,0,0,0,0,0,Simple,
6.8..3..2.2....89..7.2.9..32.4.1.9.....3.4.....7.6.3.47..9.1.8..42....7.8..5..2.6,32,49,0,0,0,0,0,0,0,Simple,
.4.7.......3.91..7..568.23..1....9.5.39...81.5.8....6..21.793..3..15.7.......6.8.,32,49,0,0,0,0,0,0,0,Simple,
1..7...896.3........9.2463...6.5...7..59674..4...1.8...7168.9........2.636...9..8,33,48,0,0,0,0,0,0,0,Simple,
..87..1..2......65...24.7.....81...3.3....5...4..6......2....34....97....6.....8.,23,58,0,0,0,0,0,0,0,Simple,
6....91.7..98.....8...23.4.5.41.2.3...7...5...3.5.47.2.4.68...3.....74..9.63....8,32,49,0,0,0,0,0,0,0,Simple,
5..3.1.823.4.2......849.17.9.....5.8.35...24.8.1.....9.52.798......8.7.178.1.2..5,36,45,0,0,0,0,0,0,0,Simple,
....7......2...5...5.2.8.1.3..1.9..25.1...8.3.........4.8.5.3.1...482...9..3.6..7,27,54,0,0,0,0,0,0,0,Simple,
..4...7......8....65.9.7.4319.264.37.........5.......44...9...2..98.14...7.3.6.9.,29,52,0,0,0,0,0,0,0,Simple,
6..51..933...7.1........258.9.........46.73.........4.168........3.8...672..61..9,28,53,0,0,0,0,0,0,0,Simple,
71......2.9...2.67...798....581743....78.69....125947....347...47.6...3.6......84,36,45,0,0,0,0,0,0,0,Simple,
16...5.392.981...4.......6.5...8..4..1.427.8..9..5...7.5.......7...645.894.5...23,33,48,0,0,0,0,0,0,0,Simple,
3..9..8.1.8..15.2.2...6........8.7....93.21....3.9........3...6.3.47..9.4.1..9..8,28,53,0,0,0,0,0,0,0,Simple,
..26..85.3.75.....6......24...713.65...2.9...53.486...87......1.....79.8.23..45..,32,49,0,0,0,0,0,0,0,Simple,
...4.12....8.2.1..21...9.3.4.16.7..8.6.....1.7..9.53.6.9.5...72..7.6.8....37.2...,32,49,0,0,0,0,0,0,0,Simple,
.5...4......5..6.9.18.....77..8.5..1.864.7.5.9..3.1..6.34.....5...6..3.4.6...3...,29,52,0,0,0,0,0,0,0,Simple,
19..2..755.......9...3.5.....21.83.....567.....8...4..2.7...8.3.1.....9....2.1...,26,55,0,0,0,0,0,0,0,Simple,
84..2...7..7..5..3...9...6..5.7.69..4.......8..98.3.2..9...7...7..1..2..6...5..89,28,53,0,0,0,0,0,0,0,Simple,
1..7..6287..32....2...96.....1....49.59...21.62....3.....28...1....43..5538..9..2,32,49,0,0,0,0,0,0,0,Simple,
1..4.......76.9.3...9.3...83..9...74..4....6.6..1...52..1.6...5..57.4.2.4..5.....,28,53,0,0,0,0,0,0,0,Simple,
4.38...5...9....8....3..9.1..2.67...7...1...6...23.4..8.6..1....9....8...2...56.7,27,54,0,0,0,0,0,0,0,Simple,
53...6..9.219...65..6...42.1..8.4.3.....9.....5.3.1..4.19...7..28...914.3..2...56,33,48,0,0,0,0,0,0,0,Simple,
21.....548.3...2.7.........53.....184.......5.69.4.73...8.1.6..9..7.2..3.7..3..2.,29,52,0,0,0,0,0,0,0,Simple,
...2..4......4..567......1362.89...7.....3...84.75...14......35....1..29...6..8..,27,54,0,0,0,0,0,0,0,Simple,
8...3179612.7...3.3...4....9..5.3.1.7.8.9.4.3.5.1.4..9....5...1.8...9.6759741...2,37,44,0,0,0,0,0,0,0,Simple,
8...1...9..536.8...239..67.......32.39.....54.71.......36..914...9.712..7...2...6,32,49,0,0,0,0,0,0,0,Simple,
172...6.3...629..19.......2.3.1.6.4..5..4..1..4.7.8.5.3.......57..513...5.8...739,33,48,0,0,0,0,0,0,0,Simple,
4..7..5.2..58..3..92..4..6.....6..51..34.78..24..5.....6..3..47..4..16..5.7..4..9,32,49,0,0,0,0,0,0,0,Simple,
8.6...9.1.92..4.6.3..7...85.6.1.25.............56.7.9.98...5..7.5.9..42.1.7...6.9,32,49,0,0,0,0,0,0,0,Simple,
.1.....3.....8.....8.9.2.4..........37.568.191.......7.36.4.85.7.......3..81.94..,27,54,0,0,0,0,0,0,0,Simple,
7.18..3523....1...5..3....9.1.2.57.3.........4.36.8.2.1....4..5...7....6962..31.7,32,49,0,0,0,0,0,0,0,Simple,
7......31328..1.9...1.9.25..7..8......42.31......7..6..32.1.5...4.5..68269......7,32,49,0,0,0,0,0,0,0,Simple,
.8.1...5.1.....7.8.2549.6......3.4.7..97.45..4.8.5......3.1597.9.7.....4.1...7.3.,32,49,0,0,0,0,0,0,0,Simple,
....1.....6..92.3.5.48.7.......8.6.5.92..........2.1.98.12.3....2..65.7.....7....,26,55,0,0,0,0,0,0,0,Simple,
....3.......2.4...7..1.8..3....9....1.......53.9.2.6.1.8.5.7.9.4.23.98.6.53...17.,29,52,0,0,0,0,0,0,0,Simple,
..8.75....526..4...64....8.....6.274...9.........8.196.17....3..237..6....9.54...,29,52,0,0,0,0,0,0,0,Simple,
1...6.92328.....1.4..13.......2.67..6.2.7.1.8..13.8.......45..1.1.....65537.8...9,33,48,0,0,0,0,0,0,0,Simple,
6.9...5.1..23196...7.....8.3.8...4.7.5.8.2.6....7.6...............5.1....17...84.,27,54,0,0,0,0,0,0,0,Simple,
..5...39.8...6....1.39.52.7..18.75...8..1..7...23.96..5.84.27.6....3...9.16...4..,33,48,0,0,0,0,0,0,0,Simple,
2465.....71..8.......7....3..7.3.8..53...1.96..9.2.7.....3....868..5....3759.....,29,52,0,0,0,0,0,0,0,Simple,
..35.......5..1.....148.253.9..7.3.1..28.36..3.6.1..2.639.547.....6..5.......79..,32,49,0,0,0,0,0,0,0,Simple,
....59....1.7..63..5861.9..5..4.839.8.7...5.4.312.5..6..9.2186..85..3.7....84....,36,45,0,0,0,0,0,0,0,Simple,
2..89.7.5..76.....6....7.1...41.9.878...4...993.2.81...9.3....6.....29..3.8.64..2,33,48,0,0,0,0,0,0,0,Simple,
2..9.8..1...........9.7.2.............8.5.3...31.8.47.9...6...3.4.2.5.8..26.3.51.,27,54,0,0,0,0,0,0,0,Simple,
..529.....3...457..4.8....2.7..8.1.45..4.7..64.6.2..8.3....2.1..279...4.....312..,32,49,0,0,0,0,0,0,0,Simple,
94.3.2.857.......3.2.857.4..57...92...2...3..6...4...8.........1.......22.3.6.8.7,29,52,0,0,0,0,0,0,0,Simple,
6437....9.....8..3...394..1.69...1.2..2.3.9..3.8...54.8..647...9..5.....5....9374,33,48,0,0,0,0,0,0,0,Simple,
2....5..8.17.3..6...96..37.9..7218...2.3.4.9...6598..4.72..64...8..4.62.6..2....3,36,45,0,0,0,0,0,0,0,Simple,
..9...4...57.....83..9....75.4.9.3...9.....627.2.3.9..1..7....9.78.....3..6...5..,27,54,0,0,0,0,0,0,0,Simple,
....125341....6....435......6....4.3.1......9.7....8.6.396.....2....3.......98372,28,53,0,0,0,0,0,0,0,Simple,
....4....29.....378..6.2..5....2.......5.7....2.389.5.9.1...7.65..714..24.......3,28,53,0,0,0,0,0,0,0,Simple,
.286......9.....65..73.12.9..19.37.4....2....9.27.86..3.52.91..86.....3......689.,33,48,0,0,0,0,0,0,0,Simple,
.2.....3..8..4.17...937.8....5....212..1..6....6....84..179.4...7..5.21..4.....5.,29,52,0,0,0,0,0,0,0,Simple,
1....5.2762.3...9...48.23..5.6.3.71....5.1....13.7.4.5..26.91...6...8.4985.1....6,36,45,0,0,0,0,0,0,0,Simple,
..1.7.4...6.841.9.9.......25.9...3.4...5.6.............4..2..8.31..8..796.......1,26,55,0,0,0,0,0,0,0,Simple,
...5.832..1..2..945....67....2...4...5.....8...4...9....76....528..3..4..954.1...,28,53,0,0,0,0,0,0,0,Simple,
9.5.....8.4.53..9...1..92.6..4....2..7..2..1..9....3..2.94..1...1..65.7.6.....9.5,29,52,0,0,0,0,0,0,0,Simple,
....1..9.6.2.7.8...37...65....891...87.4.5.69...367....68...54...3.5.7.1.1..4....,32,49,0,0,0,0,0,0,0,Simple,
.........9.37.65.4..4...6..3...8...15..1.4..2.4.537.9....813...6.......81.7...9.5,29,52,0,0,0,0,0,0,0,Simple,
62.5....7..46....5..7.2463...6....48..1.6.5..87....3...6928.1..4....57..5....6.82,33,48,0,0,0,0,0,0,0,Simple,
.....821.42..31.8.5.89..6..34....1...6.....4...9....56..4..68.3.7.31..65.362.....,32,49,0,0,0,0,0,0,0,Simple,
6...3.4.7..86.7...2.9...56..8.1.9.5.9.......8.6.2.3.9..47...8.2...3.49..1.5.2...6,32,49,0,0,0,0,0,0,0,Simple,
8237...969..1..7.2.7......4...3.1.48.........31.2.9...1......7.5.9..8..176...5839,32,49,0,0,0,0,0,0,0,Simple,
4....9.86.5.7.....23....1....4....37.6.987.5.57....2....1....43.....6.9.89.4....5,29,52,0,0,0,0,0,0,0,Simple,
.7......1..6.2....9..6.3...5.4.729...6.5..8..7.8.964..3..4.5.....7.1.....9......6,27,54,0,0,0,0,0,0,0,Simple,
39.8....1........2..72.18....6.2.1.9...635...2.4.8.7....15.43..6........7....8.64,29,52,0,0,0,0,0,0,0,Simple,
3...19.844..3.6.....1...9..25.1.7.4.9...3...2.4.6.2.17..8...4.....9.1..857.84...6,33,48,0,0,0,0,0,0,0,Simple,
5.7..21.8..9.3....8..5...371...2.7...6.9.8.1...3.4...927...3..5....5.6..9.62..8.3,32,49,0,0,0,0,0,0,0,Simple,
...7.216.58.4...9.6..89....1.....426..6...9..729.....1....14..2.4...6.59.635.9...,32,49,0,0,0,0,0,0,0,Simple,
